id,source,title,question,created_at_ts,closes_at_ts,raw,last_seen_ts
manifold:RLUsI68SAl,manifold,Will the Senate eliminate or suspend the filibuster by the end of 2026?,Will the Senate eliminate or suspend the filibuster by the end of 2026?,1762528759186.0,1798761540000.0,"{""id"": ""RLUsI68SAl"", ""creatorId"": ""STRUW5xaUsRbyNlpORSxrqv5txw2"", ""creatorUsername"": ""AndyCarnevale"", ""creatorName"": ""Andy Carnevale"", ""createdTime"": 1762528759186, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtcJUaf8TD4qCytLFx1zE8BWzzAwPa3LsSPnBwTVaDocdkE=s96-c"", ""closeTime"": 1798761540000, ""question"": ""Will the Senate eliminate or suspend the filibuster by the end of 2026?"", ""slug"": ""will-the-senate-eliminate-or-suspen-zgcqyshqtq"", ""url"": ""https://manifold.markets/AndyCarnevale/will-the-senate-eliminate-or-suspen-zgcqyshqtq"", ""pool"": {""NO"": 42.00840252084029, ""YES"": 238.04761428476166}, ""probability"": 0.14999999999999997, ""p"": 0.4999999999999999, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 163.5468640593018, ""volume24Hours"": 53.546864059301825, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762594194295, ""lastBetTime"": 1762594194295}",1762625482
manifold:pg0Q2nIuEA,manifold,Will the Senate eliminate or suspend the filibuster by the end of 2025?,Will the Senate eliminate or suspend the filibuster by the end of 2025?,1762528479768.0,1767225540000.0,"{""id"": ""pg0Q2nIuEA"", ""creatorId"": ""STRUW5xaUsRbyNlpORSxrqv5txw2"", ""creatorUsername"": ""AndyCarnevale"", ""creatorName"": ""Andy Carnevale"", ""createdTime"": 1762528479768, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtcJUaf8TD4qCytLFx1zE8BWzzAwPa3LsSPnBwTVaDocdkE=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will the Senate eliminate or suspend the filibuster by the end of 2025?"", ""slug"": ""will-the-senate-eliminate-or-suspen"", ""url"": ""https://manifold.markets/AndyCarnevale/will-the-senate-eliminate-or-suspen"", ""pool"": {""NO"": 27.777777777777786, ""YES"": 360}, ""probability"": 0.0716332378223496, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 260, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762534465715, ""lastBetTime"": 1762534465715}",1762625487
manifold:Q8t6QAcR9I,manifold,When will the $ZC and $PERC tokens merge?,When will the $ZC and $PERC tokens merge?,1762525987518.0,1794061860000.0,"{""id"": ""Q8t6QAcR9I"", ""creatorId"": ""GS2hXzmHtFaAslLdRf7GtNUqZSX2"", ""creatorUsername"": ""hands"", ""creatorName"": ""hands"", ""createdTime"": 1762525987518, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLd9fotyOvPhb22lievBTouHXZdeSQvvVwBYfx-6lSw4SWheA=s96-c"", ""closeTime"": 1794061860000, ""question"": ""When will the $ZC and $PERC tokens merge?"", ""slug"": ""when-will-the-zc-and-perc-tokens-me"", ""url"": ""https://manifold.markets/hands/when-will-the-zc-and-perc-tokens-me"", ""totalLiquidity"": 150, ""outcomeType"": ""DATE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 2014.1977756576082, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762526963829, ""lastBetTime"": 1762526463963}",1762625492
manifold:NO5C8stcUg,manifold,Bundesliga — 2025-26 Matchday 10 Fixtures,Bundesliga — 2025-26 Matchday 10 Fixtures,1762521937067.0,1762721100000.0,"{""id"": ""NO5C8stcUg"", ""creatorId"": ""aYXLwmM81uP3GcNP2LR9HNb8hh33"", ""creatorUsername"": ""dkh"", ""creatorName"": ""dkh"", ""createdTime"": 1762521937067, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fdkh%2FI528UsdRs0.jpeg?alt=media&token=f02293d6-51ba-499d-96f8-2712fc9eee18"", ""closeTime"": 1762721100000, ""question"": ""Bundesliga \u2014 2025-26 Matchday 10 Fixtures"", ""slug"": ""bundesliga-202526-matchday-10-fixtu"", ""url"": ""https://manifold.markets/dkh/bundesliga-202526-matchday-10-fixtu"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 9454.197675235362, ""volume24Hours"": 9207.208283457328, ""isResolved"": false, ""uniqueBettorCount"": 15, ""lastUpdatedTime"": 1762620767416, ""lastBetTime"": 1762620767416, ""lastCommentTime"": 1762539398378}",1762625496
manifold:CQIRgZLAqh,manifold,Complete Epstein files released before GTA 6 launch?,Complete Epstein files released before GTA 6 launch?,1762519226027.0,1830340740000.0,"{""id"": ""CQIRgZLAqh"", ""creatorId"": ""rV5eMJl1V4cPr1zB6nudFozRRxs1"", ""creatorUsername"": ""ScottO"", ""creatorName"": ""Scott O"", ""createdTime"": 1762519226027, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocID7FGR0EbBfcNb6xraiAO0pIJq_ziz1fmCazYWCGzsJWDxvg=s96-c"", ""closeTime"": 1830340740000, ""question"": ""Complete Epstein files released before GTA 6 launch?"", ""slug"": ""complete-epstein-files-released-bef"", ""url"": ""https://manifold.markets/ScottO/complete-epstein-files-released-bef"", ""pool"": {""NO"": 415.0264406429071, ""YES"": 2409.485040160149}, ""probability"": 0.1469374238567119, ""p"": 0.5000000000000003, ""totalLiquidity"": 1000, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 1455, ""volume24Hours"": 90, ""isResolved"": false, ""uniqueBettorCount"": 11, ""lastUpdatedTime"": 1762608180673, ""lastBetTime"": 1762608180673, ""lastCommentTime"": 1762524923868}",1762625501
manifold:6ppgntSqZn,manifold,What decks will make up the top 6 most played at the Las Vegas Pokémon Regional Championships 2026? (TCG MASTERS),What decks will make up the top 6 most played at the Las Vegas Pokémon Regional Championships 2026? (TCG MASTERS),1762518469602.0,1763251140000.0,"{""id"": ""6ppgntSqZn"", ""creatorId"": ""0pXivSObDDghd0sOY6UyojfGtLU2"", ""creatorUsername"": ""PhillipThode"", ""creatorName"": ""Phillip Thode"", ""createdTime"": 1762518469602, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocLJ8AybcDJC3EO9_LXZUE_JmeEoGuk8eWI9do-ruviZ9QRltw=s96-c"", ""closeTime"": 1763251140000, ""question"": ""What decks will make up the top 6 most played at the Las Vegas Pok\u00e9mon Regional Championships 2026? (TCG MASTERS)"", ""slug"": ""what-decks-will-make-up-the-top-6-m"", ""url"": ""https://manifold.markets/PhillipThode/what-decks-will-make-up-the-top-6-m"", ""totalLiquidity"": 275, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 91.00000000000007, ""volume24Hours"": 51, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762618877843, ""lastBetTime"": 1762618877843}",1762625505
manifold:dd5OLL6z56,manifold,"Sarah Friar remains OpenAI CFO on January 1, 2027?","Sarah Friar remains OpenAI CFO on January 1, 2027?",1762517023935.0,1798804980000.0,"{""id"": ""dd5OLL6z56"", ""creatorId"": ""48VUNRDZRYbhzl2oXFrqTl3KqeI3"", ""creatorUsername"": ""IsaacLiu"", ""creatorName"": ""Isaac Liu"", ""createdTime"": 1762517023935, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FIsaacLiu%2FZpYVr-Kd3J.jpg?alt=media&token=c6399ed1-54e7-4564-9d76-b1af6457822d"", ""closeTime"": 1798804980000, ""question"": ""Sarah Friar remains OpenAI CFO on January 1, 2027?"", ""slug"": ""sarah-friar-remains-openai-cfo-on-j"", ""url"": ""https://manifold.markets/IsaacLiu/sarah-friar-remains-openai-cfo-on-j"", ""pool"": {""NO"": 130, ""YES"": 76.92307692307693}, ""probability"": 0.6282527881040891, ""p"": 0.49999999999999994, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 30, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762528233498, ""lastBetTime"": 1762528233498}",1762625510
manifold:du0uuEu5d9,manifold,GTA VI released in 2026?,GTA VI released in 2026?,1762515639722.0,1798761540000.0,"{""id"": ""du0uuEu5d9"", ""creatorId"": ""TUk0ELR0SNV74OfRAOD48ciiS0W2"", ""creatorUsername"": ""itsTomekK"", ""creatorName"": ""Tomek \u26a1 K"", ""createdTime"": 1762515639722, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a-/AFdZucpX06ijc3lo890AF3SDad-CDRub6EcR6ADNMq-zFHY=s96-c"", ""closeTime"": 1798761540000, ""question"": ""GTA VI released in 2026?"", ""slug"": ""gta-vi-released-in-2026"", ""url"": ""https://manifold.markets/itsTomekK/gta-vi-released-in-2026"", ""pool"": {""NO"": 172.52996362568126, ""YES"": 57.96094655010689}, ""probability"": 0.7485326145577633, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 425.57526740631954, ""volume24Hours"": 177.37866628130905, ""isResolved"": false, ""uniqueBettorCount"": 11, ""lastUpdatedTime"": 1762594255968, ""lastBetTime"": 1762594255968}",1762625514
manifold:ZZR0NhLApO,manifold,"Could Krantz bring 100 new users to the Manifold platform for $1,000?","Could Krantz bring 100 new users to the Manifold platform for $1,000?",1762515608579.0,1767267000000.0,"{""id"": ""ZZR0NhLApO"", ""creatorId"": ""v1sXfDTUK2gOSWrK4pYrJ7boLJx2"", ""creatorUsername"": ""Krantz"", ""creatorName"": ""Krantz"", ""createdTime"": 1762515608579, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FKrantz%2F4JNs7BJVIc.jpg?alt=media&token=edc8f918-ea0d-4e05-8e2e-6a8c7faacc58"", ""closeTime"": 1767267000000, ""question"": ""Could Krantz bring 100 new users to the Manifold platform for $1,000?"", ""slug"": ""could-krantz-bring-100-new-users-to"", ""url"": ""https://manifold.markets/Krantz/could-krantz-bring-100-new-users-to"", ""pool"": {""NO"": 102.93732193732194, ""YES"": 97.14649469984226}, ""probability"": 0.514471003539434, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 92, ""volume24Hours"": 71, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762615364922, ""lastBetTime"": 1762615364922, ""lastCommentTime"": 1762615298495}",1762625519
manifold:l6RsNLUsy5,manifold,What score will I get on the 2025 AMC 12B? (Read description),What score will I get on the 2025 AMC 12B? (Read description),1762505419319.0,1763078340000.0,"{""id"": ""l6RsNLUsy5"", ""creatorId"": ""p9rcPJ6brSgU0PkAQGlO1Mf6RKf1"", ""creatorUsername"": ""RohanGarg"", ""creatorName"": ""Rohan Garg"", ""createdTime"": 1762505419319, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AGNmyxa0hZj_W38BgXX0-0jIsZQjE2THxdCaKethHm9jxA=s96-c"", ""closeTime"": 1763078340000, ""question"": ""What score will I get on the 2025 AMC 12B? (Read description)"", ""slug"": ""what-score-will-i-get-on-the-2025-a-0s62USudLt"", ""url"": ""https://manifold.markets/RohanGarg/what-score-will-i-get-on-the-2025-a-0s62USudLt"", ""totalLiquidity"": 175, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 837.7113305980158, ""volume24Hours"": 286.73042367400916, ""isResolved"": false, ""uniqueBettorCount"": 10, ""lastUpdatedTime"": 1762620875494, ""lastBetTime"": 1762620875494}",1762625523
manifold:znLPPIQhu6,manifold,"[Short fuse] Migraine prop bets, which symptoms will I get?","[Short fuse] Migraine prop bets, which symptoms will I get?",1762498388430.0,1763102700000.0,"{""id"": ""znLPPIQhu6"", ""creatorId"": ""IB7b5yEO6Jc1MaA7AKsLxVRNa2W2"", ""creatorUsername"": ""JussiVilleHeiskanen"", ""creatorName"": ""Jussi-Ville Heiskanen"", ""createdTime"": 1762498388430, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FJussiVilleHeiskanen%2FA2AAq2q6dR.jpg?alt=media&token=e3ba398d-fc68-457b-8cbb-966ad21b7b46"", ""closeTime"": 1763102700000, ""question"": ""[Short fuse] Migraine prop bets, which symptoms will I get?"", ""slug"": ""short-fuse-migraine-prop-bets-which-RC08EOdLLL"", ""url"": ""https://manifold.markets/JussiVilleHeiskanen/short-fuse-migraine-prop-bets-which-RC08EOdLLL"", ""totalLiquidity"": 100, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 109, ""volume24Hours"": 56, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762586618746, ""lastBetTime"": 1762586618746, ""lastCommentTime"": 1762586364231}",1762625528
manifold:OhLRudhCId,manifold,Will angie survive room inspection,Will angie survive room inspection,1762498001731.0,1762537229941.0,"{""id"": ""OhLRudhCId"", ""creatorId"": ""DdYUbYgYGBX7d8kjoSkl3PWR78g1"", ""creatorUsername"": ""AngieFortnite"", ""creatorName"": ""Angie Fortnite"", ""createdTime"": 1762498001731, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocJsHBHhnFKSthrFPhqPGFVmyAu8_ctDSoiFNYi2slJKvEQfQ8w=s96-c"", ""closeTime"": 1762537229941, ""question"": ""Will angie survive room inspection"", ""slug"": ""will-angie-survive-room-inspection"", ""url"": ""https://manifold.markets/AngieFortnite/will-angie-survive-room-inspection"", ""pool"": {""NO"": 158.90909090909088, ""YES"": 62.92906178489708}, ""probability"": 0.7163289496387764, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 78, ""volume24Hours"": 30, ""isResolved"": true, ""resolution"": ""YES"", ""resolutionTime"": 1762537229941, ""resolutionProbability"": 0.7163289496387764, ""resolverId"": ""DdYUbYgYGBX7d8kjoSkl3PWR78g1"", ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762537229941, ""lastBetTime"": 1762536714787}",1762625532
manifold:RuC8U85h8Z,manifold,Did Extropic's CTO presentation update your beliefs about the technology/company?,Did Extropic's CTO presentation update your beliefs about the technology/company?,1762496299781.0,1763103540000.0,"{""id"": ""RuC8U85h8Z"", ""creatorId"": ""QrYZ1G7IWvUrDW8SYbPazCxTyxR2"", ""creatorUsername"": ""kamn"", ""creatorName"": ""kamn"", ""createdTime"": 1762496299781, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fkamn%2Fdsadsadsaa.png?alt=media&token=145d23f5-9da0-4c51-ae7d-57d4dfff52f0"", ""closeTime"": 1763103540000, ""question"": ""Did Extropic's CTO presentation update your beliefs about the technology/company?"", ""slug"": ""did-extropics-cto-presentation-upda"", ""url"": ""https://manifold.markets/kamn/did-extropics-cto-presentation-upda"", ""outcomeType"": ""POLL"", ""mechanism"": ""none"", ""volume"": 0, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 12, ""lastUpdatedTime"": 1762496299808}",1762625537
manifold:SnlRnyuh9l,manifold,🚒What will be true about the 2026 Holiday Hess Truck? [ADD RESPONSES],🚒What will be true about the 2026 Holiday Hess Truck? [ADD RESPONSES],1762494492767.0,1798761540000.0,"{""id"": ""SnlRnyuh9l"", ""creatorId"": ""hDq0cvn68jbAUVd6aWIU9aSv9ZA2"", ""creatorUsername"": ""strutheo"", ""creatorName"": ""chris (strutheo)"", ""createdTime"": 1762494492767, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fstrutheo%2FkMuR3ttqcY.png?alt=media&token=a90c9db0-678b-42d7-9a8a-874f55f21b3d"", ""closeTime"": 1798761540000, ""question"": ""\ud83d\ude92What will be true about the 2026 Holiday Hess Truck? [ADD RESPONSES]"", ""slug"": ""what-will-be-true-about-the-2026-ho"", ""url"": ""https://manifold.markets/strutheo/what-will-be-true-about-the-2026-ho"", ""totalLiquidity"": 250, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 80, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 3, ""lastUpdatedTime"": 1762524545376, ""lastBetTime"": 1762503397896, ""lastCommentTime"": 1762524545354}",1762625541
manifold:dCg6zQQsSU,manifold,Will i get 90+ on amc 10b 2025？i got 43.5 ☠️☠️☠️ on 10a 😭😭😭😭,Will i get 90+ on amc 10b 2025？i got 43.5 ☠️☠️☠️ on 10a 😭😭😭😭,1762493121225.0,1767225540000.0,"{""id"": ""dCg6zQQsSU"", ""creatorId"": ""7yH0SujTQ8c5d1ZlURff1YpFyPS2"", ""creatorUsername"": ""BowenYao"", ""creatorName"": ""Bowen Yao"", ""createdTime"": 1762493121225, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKe0uG_Se3pO_2fuIeUwuLDQRkTk0iNG0PsmwGy4jtEELwCSSZe=s96-c"", ""closeTime"": 1767225540000, ""question"": ""Will i get 90+ on amc 10b 2025\uff1fi got 43.5 \u2620\ufe0f\u2620\ufe0f\u2620\ufe0f on 10a \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d"", ""slug"": ""will-i-get-90-on-amc-10b-2025i-got"", ""url"": ""https://manifold.markets/BowenYao/will-i-get-90-on-amc-10b-2025i-got"", ""totalLiquidity"": 100, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 200, ""volume24Hours"": 80, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762570161029, ""lastBetTime"": 1762570161029}",1762625545
polymarket:None,polymarket,NBA: Warriors vs. Clippers (02/14/2023),NBA: Warriors vs. Clippers (02/14/2023),,,"{""enable_order_book"": false, ""active"": true, ""closed"": true, ""archived"": false, ""accepting_orders"": false, ""accepting_order_timestamp"": null, ""minimum_order_size"": 15, ""minimum_tick_size"": 0.01, ""condition_id"": ""0xd54318ef289bf2ba5e9e59ef9e0cff30392d144ba6dec7a0dd1154f490c62930"", ""question_id"": ""0xb185e5c39cfd3f337855621cb9df9db3d76ad8722419c13dd706424b1b1782c8"", ""question"": ""NBA: Warriors vs. Clippers (02/14/2023)"", ""description"": ""In the upcoming NBA game, scheduled for February 14:\n\nIf the Golden State Warriors win, the market will resolve to \u201cWarriors\u201d.\n\nIf the Los Angeles Clippers win, the market will resolve to \u201cClippers\u201d.\n\nIf this game is not completed by April 14, 2023 (11:59:59 PM ET), or is definitively cancelled before that date, this market will resolve 50-50."", ""market_slug"": ""nba-warriors-vs-clippers-02142023"", ""end_date_iso"": ""2023-02-13T00:00:00Z"", ""game_start_time"": ""2023-02-15T03:00:00Z"", ""seconds_delay"": 3, ""fpmm"": ""0x9be76a369657CBe029B3723822285f25f207B3f7"", ""maker_base_fee"": 0, ""taker_base_fee"": 0, ""notifications_enabled"": true, ""neg_risk"": false, ""neg_risk_market_id"": """", ""neg_risk_request_id"": """", ""icon"": ""https://polymarket-upload.s3.us-east-2.amazonaws.com/nba.png"", ""image"": ""https://polymarket-upload.s3.us-east-2.amazonaws.com/nba.png"", ""rewards"": {""rates"": null, ""min_size"": 0, ""max_spread"": 0}, ""is_50_50_outcome"": false, ""tokens"": [{""token_id"": ""10291322031101539701674945852173223859727198267487942965058814626883691021623"", ""outcome"": ""Warriors"", ""price"": 0, ""winner"": false}, {""token_id"": ""19072182380996966950672891014859117771168590008960315213685092026893731806468"", ""outcome"": ""Clippers"", ""price"": 0, ""winner"": false}], ""tags"": [""All""]}",1762625247
manifold:tIdRq0snyd,manifold,How many active bugs will my bot have workarounds for as of the New Year?,How many active bugs will my bot have workarounds for as of the New Year?,1762491920419.0,1767225540000.0,"{""id"": ""tIdRq0snyd"", ""creatorId"": ""W4yEF6idSMcNWEVUquowziSCZFI3"", ""creatorUsername"": ""EvanDaniel"", ""creatorName"": ""Evan"", ""createdTime"": 1762491920419, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/AAcHTtcNNBEv2GcorWHiElPC6VlaynzKPlKxwXytwbHWc54FNIs=s96-c"", ""closeTime"": 1767225540000, ""question"": ""How many active bugs will my bot have workarounds for as of the New Year?"", ""slug"": ""how-many-active-bugs-will-my-bot-ha"", ""url"": ""https://manifold.markets/EvanDaniel/how-many-active-bugs-will-my-bot-ha"", ""totalLiquidity"": 1000, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 715, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 4, ""lastUpdatedTime"": 1762531897219, ""lastBetTime"": 1762526699456, ""lastCommentTime"": 1762531897192}",1762625550
manifold:qE2OSgQgsc,manifold,USA participates in WW3 before 2028?,USA participates in WW3 before 2028?,1762491413516.0,1830383940000.0,"{""id"": ""qE2OSgQgsc"", ""creatorId"": ""lWvX7WwoYhVUajxiDxxHfN2kM4e2"", ""creatorUsername"": ""BooLightning"", ""creatorName"": ""Boo Lightning"", ""createdTime"": 1762491413516, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKC4X2INo4-tyTknyIWpq6Mo4Do5kOyczhqltam6O7u4wE=s96-c"", ""closeTime"": 1830383940000, ""question"": ""USA participates in WW3 before 2028?"", ""slug"": ""usa-participates-in-ww3-before-2028-csORPpdOAh"", ""url"": ""https://manifold.markets/BooLightning/usa-participates-in-ww3-before-2028-csORPpdOAh"", ""pool"": {""NO"": 24.64198868860531, ""YES"": 405.8114029012638}, ""probability"": 0.057246589689050276, ""p"": 0.5000000000000001, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 487.15937170764084, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 8, ""lastUpdatedTime"": 1762522008065, ""lastBetTime"": 1762522008065}",1762625555
manifold:zsZLIgE9dn,manifold,On what day of the week will the shut down end?,On what day of the week will the shut down end?,1762490132535.0,1765168440000.0,"{""id"": ""zsZLIgE9dn"", ""creatorId"": ""hDq0cvn68jbAUVd6aWIU9aSv9ZA2"", ""creatorUsername"": ""strutheo"", ""creatorName"": ""chris (strutheo)"", ""createdTime"": 1762490132535, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2Fstrutheo%2FkMuR3ttqcY.png?alt=media&token=a90c9db0-678b-42d7-9a8a-874f55f21b3d"", ""closeTime"": 1765168440000, ""question"": ""On what day of the week will the shut down end?"", ""slug"": ""on-what-day-of-the-week-will-the-sh"", ""url"": ""https://manifold.markets/strutheo/on-what-day-of-the-week-will-the-sh"", ""totalLiquidity"": 175, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 79.36556816060366, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 7, ""lastUpdatedTime"": 1762530173996, ""lastBetTime"": 1762530173996, ""lastCommentTime"": 1762494225899}",1762625559
manifold:2yZ8PSZpIz,manifold,Who will in Oregon vs. Iowa football,Who will in Oregon vs. Iowa football,1762489801851.0,1762748940000.0,"{""id"": ""2yZ8PSZpIz"", ""creatorId"": ""RyZYoPSPxjMwD2vdU1QMFGxVCoK2"", ""creatorUsername"": ""NicBergman"", ""creatorName"": ""Nic Bergman"", ""createdTime"": 1762489801851, ""creatorAvatarUrl"": ""https://lh3.googleusercontent.com/a/ACg8ocKYWhiwzyGo00d_EHKjHSw_yleGK6U3Lb8g6ykhQ0QlEuSEtiFG=s96-c"", ""closeTime"": 1762748940000, ""question"": ""Who will in Oregon vs. Iowa football"", ""slug"": ""who-will-in-oregon-vs-iowa-football"", ""url"": ""https://manifold.markets/NicBergman/who-will-in-oregon-vs-iowa-football"", ""totalLiquidity"": 100, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 134, ""volume24Hours"": 19, ""isResolved"": false, ""uniqueBettorCount"": 6, ""lastUpdatedTime"": 1762592380119, ""lastBetTime"": 1762592380119}",1762625564
manifold:yAIEIhUIsl,manifold,Rainbow Six: Major Munich | Winner,Rainbow Six: Major Munich | Winner,1762488848091.0,1763337540000.0,"{""id"": ""yAIEIhUIsl"", ""creatorId"": ""015be7NVpLWxLtrJmIantEUp3Yc2"", ""creatorUsername"": ""0x0x0x0x0x"", ""creatorName"": ""chilly-aurora"", ""createdTime"": 1762488848091, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2F0x0x0x0x0x%2F9PCsLsUst5.jpeg?alt=media&token=883a732d-08f1-4caa-b6be-6e1aa510969e"", ""closeTime"": 1763337540000, ""question"": ""Rainbow Six: Major Munich | Winner"", ""slug"": ""rainbow-six-major-munich-winner"", ""url"": ""https://manifold.markets/0x0x0x0x0x/rainbow-six-major-munich-winner"", ""totalLiquidity"": 3200, ""outcomeType"": ""MULTIPLE_CHOICE"", ""mechanism"": ""cpmm-multi-1"", ""volume"": 127.21656872209803, ""volume24Hours"": 0, ""isResolved"": false, ""uniqueBettorCount"": 1, ""lastUpdatedTime"": 1762490647890, ""lastBetTime"": 1762489169556}",1762625568
manifold:t9PtppLtnz,manifold,Purdue men's basketball win margin exceeds football loss margin this weekend?,Purdue men's basketball win margin exceeds football loss margin this weekend?,1762486143142.0,1762732740000.0,"{""id"": ""t9PtppLtnz"", ""creatorId"": ""Dnd4nISskVOAwBs1jXNsPqVTQ5y1"", ""creatorUsername"": ""StevetptC8"", ""creatorName"": ""Steve"", ""createdTime"": 1762486143142, ""creatorAvatarUrl"": ""https://firebasestorage.googleapis.com/v0/b/mantic-markets.appspot.com/o/user-images%2FStevetptC8%2F5EOtLNqRO0.jpg?alt=media&token=19c07920-3aa8-498a-a3d0-0c0034f44686"", ""closeTime"": 1762732740000, ""question"": ""Purdue men's basketball win margin exceeds football loss margin this weekend?"", ""slug"": ""purdue-mens-basketball-win-margin-e"", ""url"": ""https://manifold.markets/StevetptC8/purdue-mens-basketball-win-margin-e"", ""pool"": {""NO"": 27.889623664822306, ""YES"": 358.556290331489}, ""probability"": 0.07216953952601118, ""p"": 0.5, ""totalLiquidity"": 100, ""outcomeType"": ""BINARY"", ""mechanism"": ""cpmm-1"", ""volume"": 261.443709668511, ""volume24Hours"": 251.44370966851102, ""isResolved"": false, ""uniqueBettorCount"": 2, ""lastUpdatedTime"": 1762595868670, ""lastBetTime"": 1762595868670}",1762625573
